online_order,book_table,rating,votes,location,cost_for_two,type,city,restaurant_type,cuisines,number_of_cuisines_offered
Yes,No,3.8,101,Banashankari,400,Delivery,Banashankari,Quick Bites,Biryani,2
Yes,No,3.7,54,Banashankari,400,Delivery,Banashankari,Beverage Shop,Desserts,3
Yes,No,3.6,22,Other,200,Delivery,Banashankari,Quick Bites,Fast Food,1
Yes,No,3.1,31,Banashankari,250,Delivery,Banashankari,Takeaway,Other,2
Yes,No,3.0,29,Other,500,Delivery,Banashankari,Cafe,Cafe,3
Yes,No,3.4,6,Jayanagar,100,Delivery,Banashankari,Beverage Shop,Beverages,1
Yes,No,3.0,22,Other,250,Delivery,Banashankari,Quick Bites,South Indian,3
Yes,No,2.9,11,Banashankari,500,Delivery,Banashankari,Quick Bites,North Indian,1
Yes,No,3.9,101,Other,150,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,Yes,4.1,442,Jayanagar,1200,Delivery,Banashankari,Pub,Continental,4
Yes,No,3.0,155,Other,400,Delivery,Banashankari,Quick Bites,Biryani,2
Yes,No,3.4,12,Banashankari,150,Delivery,Banashankari,Beverage Shop,Beverages,3
Yes,No,3.6,15,Other,100,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,3.0,10,Other,200,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,3.8,25,Banashankari,300,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,3.8,61,Banashankari,300,Delivery,Banashankari,Quick Bites,North Indian,2
Yes,No,3.7,23,Other,300,Delivery,Banashankari,Quick Bites,Chinese,3
Yes,No,3.8,25,Other,350,Delivery,Banashankari,Quick Bites,Other,3
Yes,No,3.7,40,Other,200,Delivery,Banashankari,Quick Bites,South Indian,4
Yes,No,3.3,4,Other,100,Delivery,Banashankari,Quick Bites,Other,1
Yes,No,3.4,8,Other,150,Delivery,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.0,32,Other,300,Delivery,Banashankari,Quick Bites,North Indian,2
Yes,No,3.3,10,Other,200,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,3.4,6,Other,300,Delivery,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.8,53,Jayanagar,250,Delivery,Banashankari,Quick Bites,Ice Cream,3
Yes,No,3.7,67,Other,700,Delivery,Banashankari,Casual Dining,North Indian,1
Yes,No,2.9,23,Jayanagar,250,Delivery,Banashankari,Other,Other,1
Yes,No,3.4,19,Banashankari,200,Delivery,Banashankari,Quick Bites,South Indian,2
Yes,No,3.6,24,Banashankari,300,Delivery,Banashankari,Quick Bites,Desserts,3
Yes,No,4.0,232,Jayanagar,400,Delivery,Banashankari,Quick Bites,South Indian,2
Yes,No,3.9,221,Jayanagar,700,Delivery,Banashankari,Casual Dining,Chinese,1
Yes,Yes,4.1,1063,Jayanagar,1200,Delivery,Banashankari,Casual Dining,Other,4
Yes,No,3.7,93,Other,200,Delivery,Banashankari,Quick Bites,Street Food,1
Yes,No,3.9,233,Jayanagar,800,Delivery,Banashankari,Casual Dining,Other,4
Yes,No,3.9,211,Jayanagar,500,Delivery,Banashankari,Casual Dining,Fast Food,5
Yes,No,4.0,1778,Jayanagar,200,Delivery,Banashankari,Quick Bites,North Indian,4
Yes,No,3.6,218,Other,800,Delivery,Banashankari,Casual Dining,North Indian,3
Yes,No,3.7,514,Other,600,Delivery,Banashankari,Cafe,Cafe,3
Yes,Yes,4.0,866,Jayanagar,900,Delivery,Banashankari,Casual Dining,North Indian,2
Yes,No,3.2,96,Other,400,Delivery,Banashankari,Quick Bites,North Indian,1
Yes,No,3.0,80,Banashankari,250,Delivery,Banashankari,Quick Bites,Other,2
Yes,No,4.0,73,Other,300,Delivery,Banashankari,Bakery,Bakery,3
Yes,No,3.9,84,Jayanagar,400,Delivery,Banashankari,Other,Other,2
Yes,No,3.0,88,Banashankari,350,Delivery,Banashankari,Quick Bites,South Indian,4
Yes,No,3.0,179,Banashankari,600,Delivery,Banashankari,Casual Dining,North Indian,3
Yes,No,3.8,61,Other,100,Delivery,Banashankari,Quick Bites,Other,1
Yes,No,3.7,128,Other,450,Delivery,Banashankari,Casual Dining,North Indian,4
Yes,No,3.8,339,Jayanagar,400,Delivery,Banashankari,Quick Bites,South Indian,3
Yes,No,4.1,449,Other,100,Delivery,Banashankari,Quick Bites,Street Food,1
Yes,No,4.1,210,Jayanagar,150,Delivery,Banashankari,Dessert Parlor,Beverages,1
Yes,No,3.7,57,Other,200,Delivery,Banashankari,Quick Bites,Other,4
Yes,No,3.0,213,Banashankari,400,Delivery,Banashankari,Quick Bites,North Indian,5
Yes,No,3.2,208,Jayanagar,250,Delivery,Banashankari,Beverage Shop,Other,3
Yes,No,3.8,70,Banashankari,100,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,4.0,219,Other,600,Delivery,Banashankari,Cafe,Cafe,2
Yes,No,3.7,59,Banashankari,200,Delivery,Banashankari,Quick Bites,North Indian,2
Yes,No,3.1,10,Banashankari,500,Delivery,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.0,9,Other,400,Delivery,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.7,124,Other,750,Delivery,Banashankari,Casual Dining,Biryani,4
Yes,No,3.7,19,Other,100,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,3.3,4,Other,150,Delivery,Banashankari,Quick Bites,Other,2
Yes,No,3.3,4,Other,150,Delivery,Banashankari,Dessert Parlor,Desserts,2
Yes,No,3.8,21,Other,200,Delivery,Banashankari,Dessert Parlor,Ice Cream,2
Yes,No,3.4,8,Banashankari,250,Delivery,Banashankari,Quick Bites,South Indian,3
Yes,No,3.0,10,Other,400,Delivery,Banashankari,Quick Bites,North Indian,3
Yes,No,3.0,10,Other,400,Delivery,Banashankari,Quick Bites,North Indian,1
Yes,No,3.2,4,Other,200,Delivery,Banashankari,Quick Bites,Other,3
Yes,No,3.1,4,Banashankari,350,Delivery,Banashankari,Delivery,North Indian,1
Yes,No,3.6,16,JP Nagar,500,Delivery,Banashankari,Takeaway,Other,3
Yes,No,3.4,12,Jayanagar,300,Delivery,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.9,14,Jayanagar,600,Delivery,Banashankari,Casual Dining,North Indian,2
Yes,No,3.7,0,Jayanagar,300,Delivery,Banashankari,Quick Bites,North Indian,7
Yes,No,2.8,5,Other,199,Delivery,Banashankari,Takeaway,South Indian,4
Yes,No,3.3,5,Other,800,Delivery,Banashankari,Casual Dining,South Indian,4
Yes,No,3.0,15,Banashankari,250,Delivery,Banashankari,Quick Bites,North Indian,4
Yes,No,3.4,4,Other,500,Delivery,Banashankari,Casual Dining,North Indian,2
Yes,No,3.6,17,Other,300,Delivery,Banashankari,Quick Bites,Chinese,2
Yes,No,3.3,6,Banashankari,500,Delivery,Banashankari,Quick Bites,South Indian,2
Yes,No,3.4,10,Banashankari,100,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,Yes,4.1,775,Banashankari,800,Delivery,Banashankari,Casual Dining,North Indian,3
Yes,Yes,4.2,2022,Jayanagar,1000,Delivery,Banashankari,Casual Dining,North Indian,2
Yes,Yes,4.2,150,Banashankari,600,Delivery,Banashankari,Cafe,Cafe,3
Yes,No,4.0,232,Other,750,Delivery,Banashankari,Casual Dining,North Indian,2
Yes,No,3.9,38,Other,200,Delivery,Banashankari,Quick Bites,Chinese,1
Yes,Yes,3.0,431,Jayanagar,800,Delivery,Banashankari,Casual Dining,North Indian,1
Yes,Yes,4.2,2115,Banashankari,800,Delivery,Banashankari,Casual Dining,Other,4
Yes,No,3.4,30,Other,200,Delivery,Banashankari,Quick Bites,Fast Food,3
Yes,No,4.2,150,Jayanagar,800,Delivery,Banashankari,Casual Dining,North Indian,1
Yes,No,3.3,12,Other,200,Delivery,Banashankari,Quick Bites,Chinese,2
Yes,No,3.8,155,Jayanagar,450,Delivery,Banashankari,Casual Dining,South Indian,4
Yes,No,3.7,33,Other,200,Delivery,Banashankari,Quick Bites,Fast Food,1
Yes,Yes,4.1,666,Jayanagar,1000,Delivery,Banashankari,Casual Dining,Andhra,4
Yes,No,3.9,240,Other,700,Delivery,Banashankari,Cafe,Cafe,1
Yes,No,3.8,918,Banashankari,800,Delivery,Banashankari,Cafe,Cafe,3
Yes,No,4.0,465,Jayanagar,600,Delivery,Banashankari,Casual Dining,South Indian,4
Yes,Yes,4.1,970,Jayanagar,1500,Delivery,Banashankari,Other,North Indian,5
Yes,No,3.3,128,Banashankari,300,Delivery,Banashankari,Quick Bites,North Indian,2
Yes,No,3.6,241,Other,300,Delivery,Banashankari,Quick Bites,North Indian,2
Yes,No,3.4,22,Banashankari,200,Delivery,Banashankari,Quick Bites,South Indian,1
Yes,No,4.3,734,Banashankari,200,Delivery,Banashankari,Quick Bites,South Indian,4
Yes,No,3.8,130,Jayanagar,400,Delivery,Banashankari,Quick Bites,North Indian,2
Yes,No,4.2,261,Jayanagar,700,Delivery,Banashankari,Cafe,Cafe,3
Yes,No,4.0,191,Other,300,Delivery,Banashankari,Quick Bites,South Indian,5
Yes,No,4.1,364,Other,550,Delivery,Banashankari,Casual Dining,South Indian,6
Yes,No,3.8,133,Banashankari,300,Delivery,Banashankari,Quick Bites,Other,3
Yes,No,3.9,888,Banashankari,750,Delivery,Banashankari,Casual Dining,North Indian,5
Yes,No,3.1,13,Banashankari,400,Delivery,Banashankari,Cafe,Cafe,4
Yes,No,3.9,750,Other,500,Delivery,Banashankari,Casual Dining,North Indian,3
Yes,Yes,4.2,164,Banashankari,500,Delivery,Banashankari,Cafe,Cafe,4
Yes,No,3.2,6,Banashankari,200,Delivery,Banashankari,Delivery,Other,2
Yes,No,3.8,527,Other,500,Delivery,Banashankari,Casual Dining,North Indian,1
No,No,4.3,345,Banashankari,400,Desserts,Banashankari,Dessert Parlor,Ice Cream,2
No,No,4.4,356,Banashankari,150,Desserts,Banashankari,Other,Other,1
Yes,No,3.7,17,Banashankari,400,Desserts,Banashankari,Dessert Parlor,Desserts,2
Yes,No,3.9,38,Banashankari,150,Desserts,Banashankari,Dessert Parlor,Ice Cream,1
No,No,3.7,78,Banashankari,150,Desserts,Banashankari,Bakery,Bakery,1
No,No,3.8,60,Banashankari,400,Desserts,Banashankari,Dessert Parlor,Bakery,1
Yes,No,4.0,115,Banashankari,400,Desserts,Banashankari,Other,Other,2
No,No,3.8,39,Banashankari,300,Desserts,Banashankari,Bakery,Bakery,2
Yes,No,3.9,116,Banashankari,400,Desserts,Banashankari,Dessert Parlor,Ice Cream,4
Yes,No,3.8,918,Banashankari,800,Desserts,Banashankari,Cafe,Cafe,3
No,No,3.7,46,Banashankari,400,Desserts,Banashankari,Other,Other,2
Yes,No,3.9,41,Banashankari,300,Desserts,Banashankari,Dessert Parlor,Desserts,1
Yes,No,3.8,144,Banashankari,700,Desserts,Banashankari,Cafe,Chinese,3
No,No,3.8,28,Banashankari,150,Desserts,Banashankari,Beverage Shop,Other,2
Yes,No,4.3,860,Banashankari,500,Desserts,Banashankari,Dessert Parlor,Desserts,2
No,No,3.0,14,Banashankari,200,Desserts,Banashankari,Other,Other,2
No,No,4.0,66,Banashankari,300,Desserts,Banashankari,Bakery,Bakery,2
Yes,No,3.2,8,Banashankari,100,Desserts,Banashankari,Other,Other,2
Yes,No,3.7,54,Banashankari,400,Desserts,Banashankari,Beverage Shop,Desserts,3
No,No,3.0,7,Banashankari,500,Desserts,Banashankari,Dessert Parlor,Desserts,1
No,No,3.2,9,Banashankari,300,Desserts,Banashankari,Dessert Parlor,Ice Cream,1
No,No,3.6,42,Banashankari,300,Desserts,Banashankari,Beverage Shop,Beverages,4
No,No,3.8,64,Banashankari,250,Desserts,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.6,14,Banashankari,350,Desserts,Banashankari,Bakery,Bakery,2
No,No,3.8,45,Banashankari,400,Desserts,Banashankari,Takeaway,Bakery,1
No,No,3.2,11,Banashankari,600,Desserts,Banashankari,Cafe,Cafe,2
No,No,3.0,13,Banashankari,300,Desserts,Banashankari,Bakery,Bakery,2
No,No,3.4,7,Banashankari,150,Desserts,Banashankari,Dessert Parlor,Ice Cream,2
No,No,3.4,8,Banashankari,400,Desserts,Banashankari,Bakery,Bakery,2
No,No,2.9,25,Banashankari,200,Desserts,Banashankari,Dessert Parlor,Ice Cream,2
No,No,3.2,17,Banashankari,150,Desserts,Banashankari,Dessert Parlor,Desserts,2
Yes,No,3.9,35,Banashankari,500,Desserts,Banashankari,Delivery,Bakery,2
Yes,No,3.9,70,Banashankari,400,Desserts,Banashankari,Dessert Parlor,Fast Food,3
No,No,4.0,98,Other,400,Desserts,Banashankari,Other,Other,4
No,No,3.7,25,Other,250,Desserts,Banashankari,Dessert Parlor,Ice Cream,2
Yes,No,4.0,219,Other,600,Desserts,Banashankari,Cafe,Cafe,2
Yes,No,4.0,73,Other,300,Desserts,Banashankari,Bakery,Bakery,3
No,No,3.6,16,Other,150,Desserts,Banashankari,Bakery,Bakery,2
No,No,3.6,8,Other,250,Desserts,Banashankari,Bakery,Bakery,2
Yes,No,3.8,15,Other,400,Desserts,Banashankari,Bakery,Bakery,1
No,No,3.6,46,Other,200,Desserts,Banashankari,Other,Other,2
Yes,No,3.3,13,Other,300,Desserts,Banashankari,Dessert Parlor,Desserts,2
Yes,No,3.3,9,Other,250,Desserts,Banashankari,Dessert Parlor,Desserts,1
Yes,No,4.0,43,Other,250,Desserts,Banashankari,Dessert Parlor,Desserts,2
Yes,No,2.7,97,Other,400,Desserts,Banashankari,Casual Dining,South Indian,4
Yes,No,3.7,22,Other,250,Desserts,Banashankari,Other,Other,2
No,No,3.0,15,Other,400,Desserts,Banashankari,Bakery,Bakery,1
Yes,No,3.6,27,Other,250,Desserts,Banashankari,Dessert Parlor,Fast Food,1
Yes,No,3.9,888,Banashankari,750,Dine-out,Banashankari,Casual Dining,North Indian,5
Yes,Yes,4.0,349,Banashankari,1200,Dine-out,Banashankari,Casual Dining,Other,6
Yes,No,4.2,287,Banashankari,350,Dine-out,Banashankari,Quick Bites,North Indian,1
Yes,Yes,4.6,2556,Banashankari,600,Dine-out,Banashankari,Casual Dining,Other,3
Yes,Yes,4.2,354,Banashankari,800,Dine-out,Banashankari,Casual Dining,Other,7
Yes,Yes,4.1,775,Banashankari,800,Dine-out,Banashankari,Casual Dining,North Indian,3
Yes,Yes,4.2,2115,Banashankari,800,Dine-out,Banashankari,Casual Dining,Other,4
No,Yes,3.8,977,Banashankari,1300,Dine-out,Banashankari,Other,Other,1
No,No,4.1,868,Banashankari,1200,Dine-out,Banashankari,Pub,Continental,6
Yes,No,4.0,324,Banashankari,700,Dine-out,Banashankari,Cafe,Cafe,3
Yes,No,4.1,787,Banashankari,800,Dine-out,Banashankari,Casual Dining,Chinese,3
Yes,No,4.2,504,Banashankari,550,Dine-out,Banashankari,Cafe,Cafe,5
Yes,No,4.1,402,Banashankari,500,Dine-out,Banashankari,Cafe,Cafe,1
Yes,Yes,4.2,150,Banashankari,600,Dine-out,Banashankari,Cafe,Cafe,3
Yes,Yes,4.2,164,Banashankari,500,Dine-out,Banashankari,Cafe,Cafe,4
No,No,4.2,244,Banashankari,800,Dine-out,Banashankari,Casual Dining,Other,3
Yes,No,4.0,771,Banashankari,450,Dine-out,Banashankari,Casual Dining,South Indian,3
Yes,No,4.2,1647,Banashankari,600,Dine-out,Banashankari,Casual Dining,Chinese,3
No,Yes,4.0,808,Banashankari,850,Dine-out,Banashankari,Casual Dining,North Indian,2
No,No,4.0,424,Banashankari,450,Dine-out,Banashankari,Cafe,Cafe,2
Yes,No,3.9,135,Banashankari,800,Dine-out,Banashankari,Casual Dining,North Indian,3
No,No,3.9,28,Banashankari,300,Dine-out,Banashankari,Other,South Indian,1
Yes,No,3.8,918,Banashankari,800,Dine-out,Banashankari,Cafe,Cafe,3
Yes,No,3.8,90,Banashankari,650,Dine-out,Banashankari,Cafe,Cafe,1
Yes,No,3.9,519,Banashankari,900,Dine-out,Banashankari,Casual Dining,Chinese,4
Yes,No,3.6,105,Banashankari,700,Dine-out,Banashankari,Casual Dining,Other,1
No,No,3.7,43,Banashankari,700,Dine-out,Banashankari,Bar,North Indian,2
No,No,3.7,46,Banashankari,400,Dine-out,Banashankari,Other,Other,2
Yes,No,3.9,133,Banashankari,800,Dine-out,Banashankari,Cafe,Cafe,5
Yes,No,3.8,144,Banashankari,700,Dine-out,Banashankari,Cafe,Chinese,3
No,No,3.9,93,Banashankari,300,Dine-out,Banashankari,Cafe,Cafe,3
Yes,No,3.8,42,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,3
Yes,No,2.0,247,Banashankari,500,Dine-out,Banashankari,Casual Dining,North Indian,1
Yes,No,3.1,13,Banashankari,400,Dine-out,Banashankari,Cafe,Cafe,4
No,No,3.7,39,Banashankari,450,Dine-out,Banashankari,Casual Dining,North Indian,2
Yes,No,3.0,62,Banashankari,400,Dine-out,Banashankari,Cafe,Cafe,3
Yes,No,3.8,160,Banashankari,700,Dine-out,Banashankari,Casual Dining,North Indian,2
No,No,3.0,14,Banashankari,200,Dine-out,Banashankari,Other,Other,2
No,No,3.8,42,Banashankari,700,Dine-out,Banashankari,Casual Dining,North Indian,2
Yes,No,3.1,119,Banashankari,700,Dine-out,Banashankari,Casual Dining,Biryani,4
Yes,No,3.6,129,Banashankari,600,Dine-out,Banashankari,Casual Dining,Other,3
No,No,3.3,62,Banashankari,800,Dine-out,Banashankari,Bar,South Indian,3
Yes,No,3.6,24,Banashankari,600,Dine-out,Banashankari,Casual Dining,North Indian,2
No,No,2.6,283,Banashankari,600,Dine-out,Banashankari,Casual Dining,North Indian,1
No,No,3.6,42,Banashankari,300,Dine-out,Banashankari,Beverage Shop,Beverages,4
No,No,3.4,10,Banashankari,300,Dine-out,Banashankari,Quick Bites,Other,2
No,No,3.7,39,Banashankari,950,Dine-out,Banashankari,Casual Dining,North Indian,2
Yes,No,3.8,59,Banashankari,750,Dine-out,Banashankari,Casual Dining,North Indian,2
Yes,No,3.0,179,Banashankari,600,Dine-out,Banashankari,Casual Dining,North Indian,3
No,No,3.8,62,Banashankari,150,Dine-out,Banashankari,Quick Bites,South Indian,2
No,No,3.4,6,Banashankari,500,Dine-out,Banashankari,Casual Dining,Continental,1
No,No,3.1,30,Banashankari,1000,Dine-out,Banashankari,Bar,Chinese,2
No,No,3.0,10,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,2
No,No,3.6,36,Banashankari,500,Dine-out,Banashankari,Casual Dining,Other,3
No,No,3.7,31,Banashankari,300,Dine-out,Banashankari,Cafe,Cafe,1
No,No,3.2,11,Banashankari,600,Dine-out,Banashankari,Cafe,Cafe,2
No,No,3.0,98,Banashankari,800,Dine-out,Banashankari,Bar,North Indian,2
No,No,3.0,18,Banashankari,150,Dine-out,Banashankari,Beverage Shop,Other,2
No,No,3.0,10,Banashankari,500,Dine-out,Banashankari,Casual Dining,South Indian,3
No,No,2.7,128,Banashankari,850,Dine-out,Banashankari,Casual Dining,Chinese,2
Yes,No,2.8,45,Banashankari,800,Dine-out,Banashankari,Casual Dining,Other,3
Yes,No,3.2,119,Banashankari,400,Dine-out,Banashankari,Casual Dining,North Indian,2
Yes,No,3.4,12,Banashankari,150,Dine-out,Banashankari,Beverage Shop,Beverages,3
No,No,3.3,4,Banashankari,500,Dine-out,Banashankari,Cafe,Cafe,3
Yes,No,3.0,41,Other,400,Dine-out,Banashankari,Other,Other,3
Yes,No,3.7,405,Banashankari,750,Dine-out,Banashankari,Casual Dining,Other,2
Yes,No,3.9,388,Banashankari,650,Dine-out,Banashankari,Casual Dining,Biryani,4
No,No,4.7,651,Banashankari,100,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,4.3,734,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,4
No,No,3.7,21,Banashankari,450,Dine-out,Banashankari,Quick Bites,North Indian,1
No,No,4.0,1047,Banashankari,450,Dine-out,Banashankari,Quick Bites,Other,5
Yes,No,3.8,505,Banashankari,450,Dine-out,Banashankari,Quick Bites,Other,2
No,No,3.6,55,Banashankari,200,Dine-out,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.9,264,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.8,133,Banashankari,300,Dine-out,Banashankari,Quick Bites,Other,3
Yes,No,3.9,286,Banashankari,500,Dine-out,Banashankari,Quick Bites,Other,2
No,No,4.4,343,Banashankari,100,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.6,66,Banashankari,150,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.4,10,Banashankari,100,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.8,61,Banashankari,300,Dine-out,Banashankari,Quick Bites,North Indian,2
No,No,3.8,70,Banashankari,500,Dine-out,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.6,28,Banashankari,300,Dine-out,Banashankari,Quick Bites,Biryani,2
Yes,No,3.8,70,Banashankari,100,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.8,28,Banashankari,150,Dine-out,Banashankari,Quick Bites,Fast Food,1
Yes,No,3.0,15,Banashankari,250,Dine-out,Banashankari,Quick Bites,North Indian,4
Yes,No,3.8,131,Banashankari,250,Dine-out,Banashankari,Quick Bites,Biryani,1
No,No,3.8,19,Banashankari,150,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.7,237,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,2
Yes,No,3.3,6,Banashankari,500,Dine-out,Banashankari,Quick Bites,South Indian,2
Yes,No,4.1,201,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,4
Yes,No,2.8,506,Banashankari,500,Dine-out,Banashankari,Quick Bites,North Indian,4
No,No,4.1,520,Banashankari,300,Dine-out,Banashankari,Quick Bites,Biryani,3
Yes,No,3.8,104,Banashankari,300,Dine-out,Banashankari,Quick Bites,Biryani,2
No,No,3.7,88,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,2
Yes,No,3.6,95,Banashankari,150,Dine-out,Banashankari,Quick Bites,South Indian,2
Yes,No,3.7,136,Banashankari,600,Dine-out,Banashankari,Quick Bites,Other,2
Yes,No,3.8,101,Banashankari,400,Dine-out,Banashankari,Quick Bites,Biryani,2
Yes,No,4.2,60,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,4
No,No,3.9,88,Banashankari,250,Dine-out,Banashankari,Quick Bites,South Indian,1
No,No,3.0,8,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,1
No,No,3.4,145,Banashankari,300,Dine-out,Banashankari,Quick Bites,Fast Food,3
Yes,No,3.6,46,Banashankari,500,Dine-out,Banashankari,Quick Bites,Fast Food,3
Yes,No,3.4,22,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.9,57,Banashankari,200,Dine-out,Banashankari,Quick Bites,South Indian,4
No,No,3.8,189,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,1
No,No,3.7,22,Banashankari,500,Dine-out,Banashankari,Quick Bites,Fast Food,1
Yes,No,3.6,18,Banashankari,250,Dine-out,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.7,73,Banashankari,400,Dine-out,Banashankari,Quick Bites,Biryani,2
No,No,3.8,39,Banashankari,350,Dine-out,Banashankari,Quick Bites,South Indian,3
Yes,No,3.9,540,Banashankari,800,Dine-out,Banashankari,Quick Bites,Other,2
No,No,3.6,71,Banashankari,250,Dine-out,Banashankari,Quick Bites,North Indian,2
Yes,No,3.6,24,Banashankari,250,Dine-out,Banashankari,Quick Bites,Biryani,3
No,No,3.0,11,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,4
No,No,3.4,9,Banashankari,350,Dine-out,Banashankari,Quick Bites,Other,2
No,No,3.0,12,Banashankari,500,Dine-out,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.8,120,Banashankari,250,Dine-out,Banashankari,Quick Bites,North Indian,3
Yes,No,3.0,82,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,4
Yes,No,3.0,88,Banashankari,350,Dine-out,Banashankari,Quick Bites,South Indian,4
Yes,No,4.0,17,Banashankari,150,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,3.0,87,Banashankari,600,Dine-out,Banashankari,Quick Bites,Other,2
Yes,No,3.4,14,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,1
No,No,3.0,31,Banashankari,200,Dine-out,Banashankari,Quick Bites,North Indian,1
No,No,3.0,17,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,1
Yes,No,4.2,415,Banashankari,500,Dine-out,Banashankari,Quick Bites,North Indian,3
Yes,No,3.3,128,Banashankari,300,Dine-out,Banashankari,Quick Bites,North Indian,2
No,No,4.1,94,Banashankari,100,Dine-out,Banashankari,Quick Bites,South Indian,1
No,No,3.8,64,Banashankari,250,Dine-out,Banashankari,Quick Bites,Fast Food,2
No,No,3.7,65,Banashankari,300,Dine-out,Banashankari,Quick Bites,Fast Food,2
Yes,No,3.4,7,Banashankari,250,Dine-out,Banashankari,Quick Bites,North Indian,2
No,No,3.3,5,Banashankari,350,Dine-out,Banashankari,Quick Bites,South Indian,1
No,No,3.0,52,Banashankari,300,Dine-out,Banashankari,Quick Bites,South Indian,1
